"","shrid2","first_park_year","treated_pc11_village_town_id","first_park_id"
"677","11-20-366-02712-376013",99,"376013",NA
"678","11-20-366-02712-376043",99,"376043",NA
"679","11-20-369-02748-378859",99,"378859",NA
"680","11-20-369-02751-379050",99,"379050",NA
"681","11-20-369-02752-379132",99,"379131",NA
"682","11-20-369-02752-379138",99,"379138",NA
"683","11-20-369-02752-379184",99,"379184",NA
"684","11-20-369-02752-379192",99,"379192",NA
"685","11-20-369-02752-379202",99,"379202",NA
"686","11-20-369-02752-379204",99,"379204",NA
"687","11-20-369-02752-801801",99,"801801",NA
"688","11-20-369-02753-379343",99,"379343",NA
"689","11-21-370-02766-380651",99,"380651",NA
"690","11-21-371-02776-801808",99,"801808",NA
"691","11-21-371-02777-381130",99,"381130",NA
"692","11-21-371-02777-381145",99,"381145",NA
"693","11-21-372-02783-381668",99,"381668",NA
"694","11-21-372-02788-381786",99,"381786",NA
"695","11-21-372-02799-801813",99,"801813",NA
"696","11-21-374-02814-384212",2009,"384212",5889
"697","11-21-374-02814-384214",99,"384214",NA
"698","11-21-374-02833-801820",99,"801820",NA
"699","11-21-375-02834-385265",2009,"385265",5902
"700","11-21-375-02836-385280",99,"385280",NA
"701","11-21-375-02837-385324",99,"385324",NA
"702","11-21-375-02845-386159",99,"386159",NA
"703","11-21-375-02857-387299",99,"387299",NA
"704","11-21-377-02893-392008",99,"392008",NA
"705","11-21-377-02899-392902",99,"392902",NA
"706","11-21-377-02902-393059",2009,"393059",5931
"707","11-21-377-02902-393084",99,"393084",NA
"708","11-21-377-02907-393895",99,"393895",NA
"709","11-21-377-02909-801833",99,"801833",NA
"710","11-21-378-02912-394488",99,"394488",NA
"711","11-21-378-02913-394615",99,"394615",NA
"712","11-21-378-02914-394738",99,"394738",NA
"713","11-21-378-02914-394878",99,"394878",NA
"714","11-21-379-02930-396623",99,"396623",NA
"715","11-21-379-02932-396898",99,"396898",NA
"716","11-21-380-02935-397156",99,"397156",NA
"717","11-21-380-02935-397167",99,"397167",NA
"718","11-21-380-02935-397173",99,"397173",NA
"719","11-21-380-02936-397220",99,"397220",NA
"720","11-21-380-02937-397290",99,"397290",NA
"721","11-21-380-02939-397713",99,"397713",NA
"722","11-21-381-02950-399046",99,"399046",NA
"723","11-21-381-02951-399135",2018,"399135",5910
"724","11-21-381-02953-399218",99,"399218",NA
"725","11-21-381-02953-399229",99,"399229",NA
"726","11-21-381-02953-399242",99,"399242",NA
"727","11-21-381-02961-400033",99,"400033",NA
"728","11-21-381-02961-400034",2009,"400034",5967
"729","11-21-381-02968-801844",99,"801844",NA
"730","11-21-382-02969-400436",99,"400436",NA
"731","11-21-382-02972-400570",99,"400570",NA
"732","11-21-382-02972-400571",99,"400571",NA
"733","11-21-382-02973-400587",99,"400587",NA
"734","11-21-382-02976-400820",99,"400820",NA
"735","11-21-382-02979-401212",99,"401212",NA
"736","11-21-383-02988-402344",99,"402344",NA
"737","11-21-383-02990-402560",99,"402560",NA
"738","11-21-383-02999-403233",99,"403233",NA
"739","11-21-383-02999-403245",2009,"403245",5873
"740","11-21-383-02999-403250",99,"403250",NA
"741","11-21-384-03008-404103",2009,"404103",5917
"742","11-21-384-03010-404156",2015,"404156",5949
"743","11-21-384-03011-404230",99,"404230",NA
"744","11-21-384-03011-801851",99,"801851",NA
"745","11-21-385-03027-406184",99,"406184",NA
"746","11-21-385-03028-801854",99,"801854",NA
"747","11-21-386-03036-407337",2009,"407337",5941
"748","11-21-386-03036-407353",99,"407353",NA
"749","11-21-386-03036-407355",99,"407355",NA
"750","11-21-386-03038-407473",99,"407473",NA
"751","11-21-386-03038-407480",2012,"407480",5883
"752","11-21-386-03038-407486",2015,"407486",5947
"753","11-21-386-03038-407501",2009,"407501",5959
"754","11-21-386-03048-407771",99,"407771",NA
"755","11-21-386-03049-407794",2016,"407794",5944
"756","11-21-386-03049-407795",99,"407795",NA
"757","11-21-386-03049-407798",2012,"407798",5855
"758","11-21-386-03049-407800",99,"407800",NA
"759","11-21-386-03049-407815",99,"407815",NA
"760","11-21-386-03049-407830",99,"407830",NA
"761","11-21-386-03053-408188",99,"408188",NA
"762","11-21-386-03055-801859",2009,"801859",5923
"763","11-21-387-03057-408685",99,"408685",NA
"764","11-21-387-03058-409092",99,"409092",NA
"765","11-21-388-03074-410639",99,"410639",NA
"766","11-21-388-03087-412149",99,"412149",NA
"767","11-21-388-03094-412612",99,"412612",NA
"768","11-21-388-03095-412646",99,"412646",NA
"769","11-21-388-03099-801881",99,"801881",NA
"770","11-21-391-03128-417956",2012,"417956",5909
"771","11-21-392-03139-419547",99,"419547",NA
"772","11-21-393-03142-420102",2017,"420102",5894
"773","11-21-393-03142-420135",99,"420135",NA
"774","11-21-393-03142-801890",99,"801890",NA
"775","11-21-393-03144-801891",99,"801891",NA
"776","11-21-393-03149-421208",99,"421208",NA
"777","11-21-393-03152-421519",99,"421519",NA
"778","11-21-394-03154-421767",99,"421767",NA
"779","11-21-394-03156-421994",99,"421994",NA
"780","11-21-394-03156-422002",99,"422002",NA
"781","11-21-395-03159-422307",99,"422307",NA
"782","11-21-395-03164-423338",99,"423338",NA
"783","11-21-396-03173-425011",99,"425011",NA
"784","11-21-396-03181-426322",2012,"426322",5869
"785","11-21-397-03195-427885",99,"427885",NA
"786","11-21-398-03209-429037",99,"429037",NA
"787","11-22-400-03232-801911",99,"801911",NA
"788","11-22-400-03234-431726",99,"431726",NA
"789","11-22-401-03242-432526",99,"432526",NA
"790","11-22-401-03242-432585",99,"432585",NA
"791","11-22-401-03247-432968",99,"432968",NA
"792","11-22-403-03268-801940",99,"801940",NA
"793","11-22-405-03278-801951",99,"801951",NA
"794","11-22-405-03281-801955",99,"801955",NA
"795","11-22-406-03297-801980",99,"801980",NA
"796","11-22-407-03299-439392",99,"439392",NA
"797","11-22-408-03303-440401",99,"440401",NA
"798","11-22-408-03304-801990",99,"801990",NA
"799","11-22-408-03305-440811",99,"440811",NA
"800","11-22-408-03305-801991",99,"801991",NA
"801","11-22-408-03307-441110",99,"441110",NA
"802","11-22-409-03316-442490",99,"442490",NA
"803","11-22-409-03317-442553",99,"442553",NA
"804","11-22-409-03317-442582",99,"442582",NA
"805","11-22-409-03317-802009",99,"802009",NA
"806","11-22-410-03325-443656",99,"443656",NA
"807","11-22-410-03325-802021",99,"802021",NA
"808","11-22-410-03331-444636",99,"444636",NA
"809","11-22-410-03332-444750",99,"444750",NA
"810","11-22-410-03332-444755",99,"444755",NA
"811","11-22-410-03332-444757",99,"444757",NA
"812","11-22-410-03332-444761",99,"444761",NA
"813","11-22-410-03332-444782",99,"444782",NA
"814","11-22-410-03334-444883",2014,"444883",3560
"815","11-22-410-03334-444914",99,"444914",NA
"816","11-22-411-03341-446241",99,"446241",NA
"817","11-22-412-03344-446837",99,"446837",NA
"818","11-22-413-03348-447517",99,"447517",NA
"819","11-22-414-03357-802062",99,"802062",NA
"820","11-22-414-03360-449073",99,"449073",NA
"821","11-22-414-03360-449134",99,"449134",NA
"822","11-23-418-03382-802079",99,"802079",NA
"823","11-23-419-03387-452124",99,"452124",NA
"824","11-23-419-03387-452134",99,"452134",NA
"825","11-23-419-03387-452135",99,"452135",NA
"826","11-23-419-03387-452189",2004,"452189",7620
"827","11-23-419-03387-452190",99,"452190",NA
"828","11-23-419-03387-452191",99,"452191",NA
"829","11-23-419-03387-452202",1981,"452202",7644
"830","11-23-419-03387-452258",99,"452258",NA
"831","11-23-419-03387-802083",99,"802083",NA
"832","11-23-420-03395-453300",99,"453300",NA
"833","11-23-420-03395-453453",1986,"453453",7623
"834","11-23-421-03399-453794",2004,"453794",7610
"835","11-23-421-03399-453803",99,"453803",NA
"836","11-23-421-03399-453882",99,"453882",NA
"837","11-23-421-03402-454290",99,"454290",NA
"838","11-23-421-03402-454299",99,"454299",NA
"839","11-23-423-03411-455767",99,"455767",NA
"840","11-23-424-03416-456536",2004,"456536",7621
"841","11-23-425-03429-457900",99,"457900",NA
"842","11-23-426-03441-459391",1987,"459391",7589
"843","11-23-427-03443-459682",2005,"459682",7615
"844","11-23-427-03449-460602",1986,"460602",7642
"845","11-23-428-03459-462580",99,"462580",NA
"846","11-23-429-03461-463116",99,"463116",NA
"847","11-23-429-03465-463933",99,"463933",NA
"848","11-23-429-03468-802178",99,"802178",NA
"849","11-23-430-03477-466447",99,"466447",NA
"850","11-23-430-03481-467488",99,"467488",NA
"851","11-23-432-03489-468677",99,"468677",NA
"852","11-23-433-03496-469545",99,"469545",NA
"853","11-23-433-03497-469684",99,"469684",NA
"854","11-23-434-03501-802216",99,"470150",NA
"855","11-23-435-03513-471903",99,"471903",NA
"856","11-23-435-03513-471945",99,"471945",NA
"857","11-23-435-03513-471950",99,"471950",NA
"858","11-23-436-03519-802240",1983,"802240",7580
"859","11-23-437-03525-473445",99,"473445",NA
"860","11-23-437-03526-473620",2015,"473620",3370
"861","11-23-437-03531-474330",99,"474330",NA
"862","11-23-438-03533-474721",99,"474721",NA
"863","11-23-438-03534-474963",99,"474963",NA
"864","11-23-438-03534-474999",2019,"474999",7607
"865","11-23-438-03534-802261",1984,"802261",4748
"866","11-23-438-03539-475845",99,"475845",NA
"867","11-23-439-03540-476042",99,"476042",NA
"868","11-23-439-03540-802270",99,"802270",NA
"869","11-23-439-03543-476253",99,"476253",NA
"870","11-23-439-03543-476297",99,"476297",NA
"871","11-23-439-03543-476342",99,"476342",NA
"872","11-23-439-03543-476370",99,"476370",NA
"873","11-23-439-03543-802274",99,"802274",NA
"874","11-23-439-03544-476390",99,"476390",NA
"875","11-23-440-03547-477100",99,"477100",NA
"876","11-23-440-03547-477101",2012,"477101",4432
"877","11-23-441-03558-478364",99,"478364",NA
"878","11-23-442-03568-480302",1992,"480302",7649
"879","11-23-443-03579-481896",99,"481896",NA
"880","11-23-444-03581-482366",2018,"482366",7572
"881","11-23-444-03581-482368",99,"482368",NA
"882","11-23-444-03581-482369",99,"482369",NA
"883","11-23-444-03581-482450",2018,"482450",7568
"884","11-23-444-03581-482510",99,"482510",NA
"885","11-23-445-03582-482661",2020,"482661",7466
"886","11-23-446-03593-484357",1987,"484357",7676
"887","11-23-449-03613-487361",99,"487361",NA
"888","11-23-449-03616-487517",99,"487517",NA
"889","11-23-449-03616-487611",2004,"487611",7601
"890","11-23-449-03618-487855",99,"487855",NA
"891","11-23-450-03620-488119",2008,"488119",7579
"892","11-23-450-03621-488187",99,"488187",NA
"893","11-23-450-03625-488765",99,"488765",NA
"894","11-23-451-03627-489012",2009,"489012",7646
"895","11-23-451-03630-489720",99,"489720",NA
"896","11-23-451-03630-489792",2011,"489792",7586
"897","11-23-451-03631-489994",99,"489994",NA
"898","11-23-451-03631-802360",99,"802360",NA
"899","11-23-454-03641-492539",99,"492539",NA
"900","11-23-454-03641-492542",1985,"492542",3487
"901","11-23-455-03654-494904",99,"494904",NA
"902","11-23-455-03656-495300",99,"495300",NA
"903","11-23-455-03656-495334",1986,"495334",4048
"904","11-23-455-03658-495608",99,"495608",NA
"905","11-23-456-03664-496848",99,"496848",NA
"906","11-23-458-03677-498660",99,"498660",NA
"907","11-23-458-03677-802401",99,"802401",NA
"908","11-23-458-03681-499555",99,"499555",NA
"909","11-23-462-03699-502625",99,"502625",NA
"910","11-23-463-03704-503720",99,"503720",NA
"911","11-23-463-03705-503972",99,"503972",NA
"912","11-23-464-03707-504297",99,"504297",NA
"913","11-23-464-03708-504497",1983,"504497",7625
"914","11-23-466-03716-505760",99,"505760",NA
"915","11-23-467-03719-506199",99,"506199",NA
"916","11-24-468-03723-506590",99,"506590",NA
"917","11-24-468-03724-506654",99,"506654",NA
"918","11-24-468-03724-506673",99,"506673",NA
"919","11-24-468-03725-506728",2018,"506728",7087
"920","11-24-468-03726-506837",99,"506837",NA
"921","11-24-468-03726-802445",99,"506920",NA
"922","11-24-468-03727-507004",99,"507004",NA
"923","11-24-468-03729-507278",99,"507278",NA
"924","11-24-468-03730-507346",2006,"507346",6055
"925","11-24-468-03731-507352",99,"507352",NA
"926","11-24-468-03731-507354",2000,"507354",7432
"927","11-24-469-03737-507834",99,"507834",NA
"928","11-24-469-03739-508124",99,"508124",NA
"929","11-24-469-03741-508450",99,"508450",NA
"930","11-24-469-03743-508543",99,"508543",NA
"931","11-24-470-03747-508874",99,"508874",NA
"932","11-24-470-03747-508909",99,"508909",NA
"933","11-24-470-03750-509099",99,"509099",NA
"934","11-24-471-03753-509272",99,"509272",NA
"935","11-24-471-03754-509319",99,"509319",NA
"936","11-24-471-03756-509430",99,"509430",NA
"937","11-24-471-03756-509444",99,"509444",NA
"938","11-24-471-03757-509515",99,"509515",NA
"939","11-24-471-03757-509552",2017,"509552",5996
"940","11-24-471-03759-509645",2018,"509645",5990
"941","11-24-471-03759-509663",99,"509663",NA
"942","11-24-472-03764-510210",99,"510210",NA
"943","11-24-472-03766-510556",99,"510556",NA
"944","11-24-472-03769-510786",99,"510786",NA
"945","11-24-472-03769-510790",99,"510790",NA
"946","11-24-473-03775-511276",99,"511276",NA
"947","11-24-473-03775-511288",99,"511288",NA
"948","11-24-473-03775-802479",99,"511291",NA
"949","11-24-474-03777-511411",99,"511411",NA
"950","11-24-474-03777-511420",2014,"511420",283
"951","11-24-474-03778-511482",99,"511482",NA
"952","11-24-474-03779-511524",99,"511524",NA
"953","11-24-474-03779-511532",99,"511532",NA
"954","11-24-474-03779-511537",99,"511537",NA
"955","11-24-474-03780-511574",99,"511574",NA
"956","11-24-474-03780-511575",99,"511575",NA
"957","11-24-474-03780-511579",2011,"511579",64
"958","11-24-474-03780-802482",2006,"511626",7433
"959","11-24-474-03783-511763",99,"511763",NA
"960","11-24-474-03784-511804",99,"511804",NA
"961","11-24-474-03784-511808",99,"511808",NA
"962","11-24-474-03784-802487",2012,"511810",6630
"963","11-24-474-03787-511900",99,"511900",NA
"964","11-24-474-03787-511931",99,"511931",NA
"965","11-24-475-03790-512084",2019,"512084",6005
"966","11-24-475-03791-512189",99,"512189",NA
"967","11-24-475-03792-512220",99,"512220",NA
"968","11-24-475-03794-512345",99,"512345",NA
"969","11-24-475-03794-512349",99,"512349",NA
"970","11-24-475-03795-512426",99,"512426",NA
"971","11-24-475-03797-512533",99,"512533",NA
"972","11-24-475-03797-512569",99,"512569",NA
"973","11-24-476-03799-512705",99,"512705",NA
"974","11-24-476-03799-802499",99,"512714",NA
"975","11-24-476-03800-512755",99,"512755",NA
"976","11-24-476-03801-512794",99,"512794",NA
"977","11-24-476-03802-512921",99,"512921",NA
"978","11-24-476-03803-512944",99,"512944",NA
"979","11-24-476-03803-512945",2016,"512945",6003
"980","11-24-476-03803-802501",99,"513005",NA
"981","11-24-476-03804-513022",99,"513022",NA
"982","11-24-476-03807-513234",99,"513234",NA
"983","11-24-476-03810-513373",99,"513373",NA
"984","11-24-476-03811-513415",99,"513415",NA
"985","11-24-477-03812-513486",99,"513486",NA
"986","11-24-477-03813-513517",99,"513517",NA
"987","11-24-477-03814-513606",99,"513606",NA
"988","11-24-477-03814-513653",2020,"513653",5994
"989","11-24-477-03818-513877",2006,"513877",7450
"990","11-24-477-03819-513960",99,"513960",NA
"991","11-24-478-03822-514177",99,"514177",NA
"992","11-24-478-03823-514246",99,"514246",NA
"993","11-24-478-03823-514256",99,"514256",NA
"994","11-24-479-03829-514613",99,"514613",NA
"995","11-24-479-03832-514803",99,"514803",NA
"996","11-24-479-03835-515041",99,"515041",NA
"997","11-24-480-03842-515546",99,"515546",NA
"998","11-24-480-03848-515925",99,"515925",NA
"999","11-24-480-03849-515999",99,"515999",NA
"1000","11-24-481-03852-516173",99,"516173",NA
"1001","11-24-481-03852-516183",99,"516183",NA
"1002","11-24-481-03854-516284",99,"516284",NA
"1003","11-24-481-03858-516500",99,"516500",NA
"1004","11-24-481-03860-516780",99,"516780",NA
"1005","11-24-482-03865-516971",99,"516971",NA
"1006","11-24-483-03874-517512",2014,"517512",6024
"1007","11-24-483-03875-517537",99,"517537",NA
"1008","11-24-483-03876-517606",99,"517605",NA
"1009","11-24-484-03888-518815",2012,"518815",317
"1010","11-24-484-03888-518825",1980,"518825",385
"1011","11-24-484-03889-518962",99,"518962",NA
"1012","11-24-485-03893-519408",1995,"519408",414
"1013","11-24-485-03895-519517",99,"519517",NA
"1014","11-24-486-03897-519805",2022,"519805",7081
"1015","11-24-486-03897-519813",1995,"519813",364
"1016","11-24-486-03897-519816",99,"519816",NA
"1017","11-24-486-03897-519817",99,"519817",NA
"1018","11-24-486-03898-519831",99,"519831",NA
"1019","11-24-486-03898-519885",2021,"519885",7083
"1020","11-24-486-03898-519894",2018,"519894",7085
"1021","11-24-486-03898-519906",99,"519906",NA
"1022","11-24-486-03898-519907",99,"519907",NA
"1023","11-24-486-03898-519908",99,"519908",NA
"1024","11-24-486-03899-519950",99,"519950",NA
"1025","11-24-486-03900-520236",99,"520236",NA
"1026","11-24-486-03904-520811",99,"520811",NA
"1027","11-24-486-03907-521128",2019,"521128",6007
"1028","11-24-486-03907-521129",2022,"521129",7090
"1029","11-24-486-03907-521163",2018,"521163",5991
"1030","11-24-487-03909-521328",99,"521328",NA
"1031","11-24-487-03911-521769",99,"521769",NA
"1032","11-24-488-03913-521873",2008,"521873",7424
"1033","11-24-488-03915-522001",2006,"522001",7096
"1034","11-24-488-03915-522029",99,"522029",NA
"1035","11-24-488-03915-522039",99,"522039",NA
"1036","11-24-488-03915-522047",2013,"522047",305
"1037","11-24-488-03915-522050",2008,"522050",7431
"1038","11-24-488-03915-522051",99,"522051",NA
"1039","11-24-488-03915-522053",99,"522053",NA
"1040","11-24-488-03915-522061",2010,"522061",348
"1041","11-24-488-03915-522062",2012,"522062",119
"1042","11-24-488-03916-522158",99,"522158",NA
"1043","11-24-488-03916-522161",99,"522161",NA
"1044","11-24-488-03917-522291",99,"522291",NA
"1045","11-24-488-03917-522294",99,"522294",NA
"1046","11-24-488-03918-522357",99,"522357",NA
"1047","11-24-488-03918-522367",99,"522367",NA
"1048","11-24-488-03918-522390",99,"522390",NA
"1049","11-24-488-03919-522394",99,"522394",NA
"1050","11-24-490-03922-522883",99,"522883",NA
"1051","11-24-490-03923-522934",99,"522934",NA
"1052","11-24-490-03924-523043",99,"523043",NA
"1053","11-24-490-03926-523135",99,"523135",NA
"1054","11-24-491-03927-523265",99,"523265",NA
"1055","11-24-491-03929-523432",99,"523432",NA
"1056","11-24-491-03929-523469",99,"523469",NA
"1057","11-24-491-03929-523505",99,"523505",NA
"1058","11-24-491-03929-523506",2016,"523506",6001
"1059","11-24-491-03931-523681",99,"523681",NA
"1060","11-24-491-03931-523683",99,"523683",NA
"1061","11-24-492-03932-523744",99,"523744",NA
"1062","11-24-492-03933-523797",99,"523797",NA
"1063","11-24-492-03933-523824",2007,"523824",6015
"1064","11-24-492-03933-523850",2018,"523850",7079
"1065","11-24-492-03933-523859",2016,"523859",6018
"1066","11-24-492-03935-523946",99,"523946",NA
"1067","11-24-492-03936-524102",2017,"524102",5992
"1068","11-24-492-03938-524204",2008,"524204",6019
"1069","11-24-492-03938-524208",2000,"524208",7430
"1070","11-24-492-03939-524222",99,"524222",NA
"1071","11-24-492-03939-524236",2014,"524236",6027
"1072","11-24-492-03940-524273",99,"524273",NA
"1073","11-24-492-03940-524303",99,"524303",NA
"1074","11-24-493-03942-524483",99,"524483",NA
"1075","11-24-493-03944-524608",99,"524608",NA
"1076","11-25-495-03948-524914",99,"524914",NA
"1077","11-25-495-03948-524930",99,"524930",NA
"1078","11-26-496-03949-524958",99,"524958",NA
"1079","11-27-497-03952-525449",99,"525449",NA
"1080","11-27-497-03953-525621",99,"525621",NA
"1081","11-27-497-03954-525704",99,"525704",NA
"1082","11-27-497-03955-525801",99,"525801",NA
"1083","11-27-498-03956-525998",99,"525998",NA
"1084","11-27-498-03956-526020",2008,"526020",4658
"1085","11-27-498-03957-526155",99,"526155",NA
"1086","11-27-498-03957-526187",99,"526187",NA
"1087","11-27-498-03957-526192",99,"526192",NA
"1088","11-27-498-03957-526221",2015,"526221",4648
"1089","11-27-498-03957-526235",99,"526235",NA
"1090","11-27-498-03958-526270",99,"526270",NA
"1091","11-27-498-03959-526548",99,"526548",NA
"1092","11-27-498-03959-526594",99,"526594",NA
"1093","11-27-498-03959-802646",99,"802646",NA
"1094","11-27-499-03960-802647",99,"802647",NA
"1095","11-27-499-03965-527139",99,"527139",NA
"1096","11-27-499-03966-802653",99,"802653",NA
"1097","11-27-499-03967-527292",99,"527292",NA
"1098","11-27-499-03970-527628",99,"527628",NA
"1099","11-27-499-03970-527629",99,"527629",NA
"1100","11-27-499-03971-527698",99,"527698",NA
"1101","11-27-499-03972-527803",99,"527803",NA
"1102","11-27-499-03972-527809",99,"527809",NA
"1103","11-27-499-03973-527901",99,"527901",NA
"1104","11-27-499-03974-528104",99,"528104",NA
"1105","11-27-500-03975-528192",99,"528192",NA
"1106","11-27-500-03976-528353",99,"528353",NA
"1107","11-27-500-03979-528596",99,"528596",NA
"1108","11-27-500-03981-528807",99,"528807",NA
"1109","11-27-500-03981-528825",99,"528825",NA
"1110","11-27-500-03981-528859",99,"528859",NA
"1111","11-27-500-03982-802667",99,"802667",NA
"1112","11-27-500-03983-529172",99,"529172",NA
"1113","11-27-500-03984-529270",99,"529270",NA
"1114","11-27-500-03985-529376",99,"529376",NA
"1115","11-27-500-03987-802672",99,"802672",NA
"1116","11-27-501-03988-529661",99,"529661",NA
"1117","11-27-501-03989-529788",99,"529788",NA
"1118","11-27-501-03991-530050",99,"530050",NA
"1119","11-27-501-03991-530167",99,"530167",NA
"1120","11-27-501-03992-530218",99,"530218",NA
"1121","11-27-501-03992-530265",99,"530265",NA
"1122","11-27-501-03993-530402",99,"530402",NA
"1123","11-27-502-03995-530648",99,"530648",NA
"1124","11-27-502-03998-531065",99,"531065",NA
"1125","11-27-502-03999-531205",99,"531205",NA
"1126","11-27-502-03999-531229",99,"531229",NA
"1127","11-27-502-04000-802682",99,"802682",NA
"1128","11-27-503-04001-531447",99,"531447",NA
"1129","11-27-503-04003-802684",99,"802684",NA
"1130","11-27-503-04004-531965",99,"531965",NA
"1131","11-27-503-04005-532106",99,"532106",NA
"1132","11-27-503-04006-532253",99,"532253",NA
"1133","11-27-503-04007-532367",99,"532367",NA
"1134","11-27-503-04008-532528",99,"532528",NA
"1135","11-27-503-04009-802690",99,"802690",NA
"1136","11-27-503-04010-532779",99,"532779",NA
"1137","11-27-503-04011-802691",99,"802691",NA
"1138","11-27-503-04012-533072",99,"533072",NA
"1139","11-27-503-04013-802692",99,"802692",NA
"1140","11-27-503-04014-533310",99,"533310",NA
"1141","11-27-504-04016-533580",99,"533580",NA
"1142","11-27-504-04016-533635",2016,"533635",3753
"1143","11-27-504-04019-534100",99,"534100",NA
"1144","11-27-504-04019-802696",99,"802696",NA
"1145","11-27-504-04020-534199",99,"534199",NA
"1146","11-27-504-04020-802698",99,"802698",NA
"1147","11-27-504-04021-534434",99,"534434",NA
"1148","11-27-504-04021-802699",2015,"802699",4639
"1149","11-27-504-04022-534621",99,"534621",NA
"1150","11-27-504-04022-534635",99,"534635",NA
"1151","11-27-505-04023-802701",99,"802701",NA
"1152","11-27-505-04024-534999",99,"534999",NA
"1153","11-27-505-04025-535202",1982,"535202",6519
"1154","11-27-505-04026-535242",99,"535242",NA
"1155","11-27-505-04026-535330",99,"535330",NA
"1156","11-27-505-04027-535404",99,"535404",NA
"1157","11-27-505-04027-535423",99,"535423",NA
"1158","11-27-505-04031-535881",99,"535881",NA
"1159","11-27-505-04031-535882",99,"535882",NA
"1160","11-27-505-04031-535947",99,"535947",NA
"1161","11-27-505-04031-535969",99,"535969",NA
"1162","11-27-505-04031-535972",99,"535972",NA
"1163","11-27-505-04033-535999",99,"535999",NA
"1164","11-27-505-04033-536010",99,"536010",NA
"1165","11-27-505-04033-536041",99,"536041",NA
"1166","11-27-505-04033-536097",99,"536097",NA
"1167","11-27-505-04033-536101",99,"536101",NA
"1168","11-27-505-04033-536103",1991,"536103",6290
"1169","11-27-505-04035-536403",99,"536403",NA
"1170","11-27-505-04036-536628",99,"536628",NA
"1171","11-27-506-04038-536835",99,"536835",NA
"1172","11-27-506-04039-537023",99,"537023",NA
"1173","11-27-506-04042-537387",99,"537387",NA
"1174","11-27-506-04043-537503",99,"537503",NA
"1175","11-27-507-04044-537553",99,"537553",NA
"1176","11-27-507-04045-537649",99,"537649",NA
"1177","11-27-507-04046-537866",99,"537866",NA
"1178","11-27-507-04050-538279",99,"538279",NA
"1179","11-27-507-04051-538386",99,"538386",NA
"1180","11-27-508-04054-538613",99,"538613",NA
"1181","11-27-508-04056-538984",99,"538984",NA
"1182","11-27-508-04057-539119",99,"539119",NA
"1183","11-27-508-04062-539846",99,"539846",NA
"1184","11-27-509-04064-540194",99,"540194",NA
"1185","11-27-509-04065-540550",99,"540550",NA
"1186","11-27-509-04066-540607",99,"540607",NA
"1187","11-27-509-04069-541004",99,"541004",NA
"1188","11-27-509-04069-541047",99,"541047",NA
"1189","11-27-509-04070-541232",99,"541232",NA
"1190","11-27-509-04071-541266",99,"541266",NA
"1191","11-27-509-04071-541312",99,"541312",NA
"1192","11-27-509-04071-541339",99,"541339",NA
"1193","11-27-509-04072-541371",99,"541371",NA
"1194","11-27-509-04077-541771",99,"541771",NA
"1195","11-27-509-04078-541877",99,"541877",NA
"1196","11-27-510-04082-542503",99,"542503",NA
"1197","11-27-510-04083-542651",99,"542651",NA
"1198","11-27-510-04084-542682",99,"542682",NA
"1199","11-27-510-04085-542781",99,"542781",NA
"1200","11-27-510-04086-542954",99,"542954",NA
"1201","11-27-510-04087-543172",99,"543172",NA
"1202","11-27-510-04089-543310",99,"543310",NA
"1203","11-27-510-04089-802732",99,"802732",NA
"1204","11-27-510-04092-543787",99,"543787",NA
"1205","11-27-510-04094-802734",99,"802734",NA
"1206","11-27-511-04096-544281",99,"544281",NA
"1207","11-27-511-04100-544732",99,"544732",NA
"1208","11-27-511-04100-544739",1970,"544739",6525
"1209","11-27-511-04100-544754",99,"544754",NA
"1210","11-27-511-04101-544785",99,"544785",NA
"1211","11-27-511-04101-802738",99,"802738",NA
"1212","11-27-511-04102-802739",99,"802739",NA
"1213","11-27-511-04103-544895",99,"544895",NA
"1214","11-27-511-04105-545052",99,"545052",NA
"1215","11-27-511-04106-545113",99,"545113",NA
"1216","11-27-511-04107-545229",99,"545229",NA
"1217","11-27-511-04108-545339",99,"545339",NA
"1218","11-27-511-04110-545601",99,"545601",NA
"1219","11-27-511-04110-545664",99,"545664",NA
"1220","11-27-512-04112-545872",99,"545872",NA
"1221","11-27-512-04112-545968",99,"545968",NA
"1222","11-27-512-04114-802749",99,"802749",NA
"1223","11-27-512-04115-546310",2008,"546310",4641
"1224","11-27-512-04115-546402",99,"546402",NA
"1225","11-27-513-04117-546599",99,"546599",NA
"1226","11-27-513-04118-546811",99,"546811",NA
"1227","11-27-513-04118-802753",99,"802753",NA
"1228","11-27-513-04122-802757",99,"802757",NA
"1229","11-27-514-04125-802759",99,"802759",NA
"1230","11-27-514-04126-547443",99,"547443",NA
"1231","11-27-514-04127-547540",99,"547540",NA
"1232","11-27-514-04127-547541",99,"547541",NA
"1233","11-27-514-04127-547577",99,"547577",NA
"1234","11-27-514-04127-802760",99,"802760",NA
"1235","11-27-514-04129-547830",99,"547830",NA
"1236","11-27-514-04131-548034",99,"548034",NA
"1237","11-27-515-04133-548326",99,"548326",NA
"1238","11-27-515-04135-802764",99,"802764",NA
"1239","11-27-515-04137-548766",99,"548766",NA
"1240","11-27-515-04137-548834",2000,"548834",6536
"1241","11-27-515-04137-548835",99,"548835",NA
"1242","11-27-515-04137-548836",99,"548836",NA
"1243","11-27-515-04137-548837",99,"548837",NA
"1244","11-27-515-04137-548843",2013,"548843",3704
